,period,year,month,county,code,cases_under_5yo,cases_over_5yo,total_cases,temp,rainfall,month_code,county_code
1252,24-May,2024,May,Nyandarua,KE_County_18,1,16,17,19,192.95,5,18
1253,24-Jun,2024,Jun,Nyandarua,KE_County_18,3,5,8,18,67.43,6,18
1254,24-Jul,2024,Jul,Nyandarua,KE_County_18,3,7,10,18,59.84,7,18
1255,24-Aug,2024,Aug,Nyandarua,KE_County_18,2,32,34,19,6.11,8,18
1256,24-Sep,2024,Sep,Nyandarua,KE_County_18,5,23,28,20,19.59,9,18
1257,24-Oct,2024,Oct,Nyandarua,KE_County_18,2,2,4,22,0.09,10,18
1258,24-Nov,2024,Nov,Nyandarua,KE_County_18,1,5,6,19,178.71,11,18
1259,24-Dec,2024,Dec,Nyandarua,KE_County_18,1,6,7,19,38,12,18
1260,22-Jan,2022,Jan,Nyeri,KE_County_19,3,49,52,16,56.58,1,19
1261,22-Feb,2022,Feb,Nyeri,KE_County_19,2,21,23,18,28.8,2,19
1262,22-Mar,2022,Mar,Nyeri,KE_County_19,3,20,23,18,47.63,3,19
1263,22-Apr,2022,Apr,Nyeri,KE_County_19,8,32,40,17,150.63,4,19
1264,22-May,2022,May,Nyeri,KE_County_19,5,28,33,17,48.13,5,19
1265,22-Jun,2022,Jun,Nyeri,KE_County_19,9,26,35,15,19.43,6,19
1266,22-Jul,2022,Jul,Nyeri,KE_County_19,9,31,40,14,40.4,7,19
1267,22-Aug,2022,Aug,Nyeri,KE_County_19,2,25,27,15,51.9,8,19
1268,22-Sep,2022,Sep,Nyeri,KE_County_19,2,37,39,16,51.97,9,19
1269,22-Oct,2022,Oct,Nyeri,KE_County_19,1,16,17,17,27.4,10,19
1270,22-Nov,2022,Nov,Nyeri,KE_County_19,0,12,12,16,160.62,11,19
1271,22-Dec,2022,Dec,Nyeri,KE_County_19,8,16,24,15,50.86,12,19
1272,23-Jan,2023,Jan,Nyeri,KE_County_19,8,49,57,16,5.16,1,19
1273,23-Feb,2023,Feb,Nyeri,KE_County_19,11,31,42,18,3.02,2,19
1274,23-Mar,2023,Mar,Nyeri,KE_County_19,2,15,17,19,14.2,3,19
1275,23-Apr,2023,Apr,Nyeri,KE_County_19,3,27,30,17,263.25,4,19
1276,23-May,2023,May,Nyeri,KE_County_19,10,43,53,17,126.25,5,19
1277,23-Jun,2023,Jun,Nyeri,KE_County_19,5,35,40,16,84.15,6,19
1278,23-Jul,2023,Jul,Nyeri,KE_County_19,2,19,21,15,36.45,7,19
1279,23-Aug,2023,Aug,Nyeri,KE_County_19,10,18,28,16,38.6,8,19
1280,23-Sep,2023,Sep,Nyeri,KE_County_19,3,42,45,18,77.52,9,19
1281,23-Oct,2023,Oct,Nyeri,KE_County_19,1,17,18,18,48.64,10,19
1282,23-Nov,2023,Nov,Nyeri,KE_County_19,3,17,20,16,224.23,11,19
1283,23-Dec,2023,Dec,Nyeri,KE_County_19,9,27,36,16,167.2,12,19
1284,24-Jan,2024,Jan,Nyeri,KE_County_19,11,81,92,17,122.53,1,19
1285,24-Feb,2024,Feb,Nyeri,KE_County_19,7,57,64,18,52.22,2,19
1286,24-Mar,2024,Mar,Nyeri,KE_County_19,9,31,40,18,233.13,3,19
1287,24-Apr,2024,Apr,Nyeri,KE_County_19,9,14,23,17,542.45,4,19
1288,24-May,2024,May,Nyeri,KE_County_19,6,49,55,17,199.09,5,19
1289,24-Jun,2024,Jun,Nyeri,KE_County_19,3,37,40,16,63.9,6,19
1290,24-Jul,2024,Jul,Nyeri,KE_County_19,2,25,27,16,192.03,7,19
1291,24-Aug,2024,Aug,Nyeri,KE_County_19,5,21,26,16,43.61,8,19
1292,24-Sep,2024,Sep,Nyeri,KE_County_19,7,39,46,17,56.7,9,19
1293,24-Oct,2024,Oct,Nyeri,KE_County_19,2,22,24,19,2.67,10,19
1294,24-Nov,2024,Nov,Nyeri,KE_County_19,1,11,12,17,172.9,11,19
1295,24-Dec,2024,Dec,Nyeri,KE_County_19,3,15,18,16,79.07,12,19
1296,22-Jan,2022,Jan,Samburu,KE_County_25,69,323,392,28,5.3,1,25
1297,22-Feb,2022,Feb,Samburu,KE_County_25,82,242,324,28,3.7,2,25
1298,22-Mar,2022,Mar,Samburu,KE_County_25,64,123,187,28,20.23,3,25
1299,22-Apr,2022,Apr,Samburu,KE_County_25,95,160,255,28,153.79,4,25
1300,22-May,2022,May,Samburu,KE_County_25,160,378,538,27,88.3,5,25
1301,22-Jun,2022,Jun,Samburu,KE_County_25,189,461,650,25,125.4,6,25
1302,22-Jul,2022,Jul,Samburu,KE_County_25,170,378,548,24,102.2,7,25
1303,22-Aug,2022,Aug,Samburu,KE_County_25,161,245,406,24,52.5,8,25
1304,22-Sep,2022,Sep,Samburu,KE_County_25,106,212,318,25,51.8,9,25
1305,22-Oct,2022,Oct,Samburu,KE_County_25,87,194,281,26,38.1,10,25
1306,22-Nov,2022,Nov,Samburu,KE_County_25,72,208,280,27,73.7,11,25
1307,22-Dec,2022,Dec,Samburu,KE_County_25,179,333,512,27,38.2,12,25
1308,23-Jan,2023,Jan,Samburu,KE_County_25,224,409,633,27,5.7,1,25
1309,23-Feb,2023,Feb,Samburu,KE_County_25,64,186,250,28,1.96,2,25
1310,23-Mar,2023,Mar,Samburu,KE_County_25,74,197,271,28,53.12,3,25
1311,23-Apr,2023,Apr,Samburu,KE_County_25,250,1206,1456,27,317.7,4,25
1312,23-May,2023,May,Samburu,KE_County_25,230,730,960,26,106.9,5,25
1313,23-Jun,2023,Jun,Samburu,KE_County_25,314,1297,1611,26,73.85,6,25
1314,23-Jul,2023,Jul,Samburu,KE_County_25,195,636,831,25,97.45,7,25
1315,23-Aug,2023,Aug,Samburu,KE_County_25,284,527,811,25,75,8,25
1316,23-Sep,2023,Sep,Samburu,KE_County_25,182,376,558,26,33.42,9,25
1317,23-Oct,2023,Oct,Samburu,KE_County_25,278,308,586,26,82.1,10,25
1318,23-Nov,2023,Nov,Samburu,KE_County_25,300,389,689,26,342.87,11,25
1319,23-Dec,2023,Dec,Samburu,KE_County_25,190,357,547,27,128.92,12,25
1320,24-Jan,2024,Jan,Samburu,KE_County_25,446,896,1342,27,80.81,1,25
1321,24-Feb,2024,Feb,Samburu,KE_County_25,404,929,1333,28,50.62,2,25
1322,24-Mar,2024,Mar,Samburu,KE_County_25,316,1047,1363,29,99.83,3,25
1323,24-Apr,2024,Apr,Samburu,KE_County_25,177,394,571,27,320.68,4,25
1324,24-May,2024,May,Samburu,KE_County_25,221,623,844,27,55.44,5,25
1325,24-Jun,2024,Jun,Samburu,KE_County_25,212,665,877,27,63.37,6,25
1326,24-Jul,2024,Jul,Samburu,KE_County_25,171,708,879,25,53.38,7,25
1327,24-Aug,2024,Aug,Samburu,KE_County_25,201,639,840,25,70.39,8,25
1328,24-Sep,2024,Sep,Samburu,KE_County_25,177,430,607,25,51.44,9,25
1329,24-Oct,2024,Oct,Samburu,KE_County_25,148,404,552,26,48.34,10,25
1330,24-Nov,2024,Nov,Samburu,KE_County_25,92,223,315,27,48.24,11,25
1331,24-Dec,2024,Dec,Samburu,KE_County_25,100,336,436,27,108,12,25
1332,22-Jan,2022,Jan,Siaya,KE_County_41,11708,46430,58138,24,16.76,1,41
1333,22-Feb,2022,Feb,Siaya,KE_County_41,10412,34007,44419,23,10.58,2,41
1334,22-Mar,2022,Mar,Siaya,KE_County_41,11858,31787,43645,25,163.97,3,41
1335,22-Apr,2022,Apr,Siaya,KE_County_41,9440,30100,39540,23,440.01,4,41
1336,22-May,2022,May,Siaya,KE_County_41,13424,46691,60115,22,282.81,5,41
1337,22-Jun,2022,Jun,Siaya,KE_County_41,17287,64885,82172,22,108.52,6,41
1338,22-Jul,2022,Jul,Siaya,KE_County_41,14934,53368,68302,22,156.43,7,41
1339,22-Aug,2022,Aug,Siaya,KE_County_41,11702,37523,49225,22,226.16,8,41
1340,22-Sep,2022,Sep,Siaya,KE_County_41,9589,30938,40527,22,227,9,41
1341,22-Oct,2022,Oct,Siaya,KE_County_41,10455,37473,47928,23,133.75,10,41
1342,22-Nov,2022,Nov,Siaya,KE_County_41,11844,36325,48169,22,94.4,11,41
1343,22-Dec,2022,Dec,Siaya,KE_County_41,9981,30159,40140,22,226.07,12,41
1344,23-Jan,2023,Jan,Siaya,KE_County_41,14520,42495,57015,24,123.04,1,41
1345,23-Feb,2023,Feb,Siaya,KE_County_41,11887,43852,55739,26,98.05,2,41
1346,23-Mar,2023,Mar,Siaya,KE_County_41,10296,38919,49215,23,408.35,3,41
1347,23-Apr,2023,Apr,Siaya,KE_County_41,11451,36112,47563,22,560,4,41
1348,23-May,2023,May,Siaya,KE_County_41,19078,76284,95362,22,207.4,5,41
1349,23-Jun,2023,Jun,Siaya,KE_County_41,17490,64492,81982,22,200.8,6,41
1350,23-Jul,2023,Jul,Siaya,KE_County_41,13248,48960,62208,23,103.8,7,41
1351,23-Aug,2023,Aug,Siaya,KE_County_41,13077,42261,55338,23,67.2,8,41
1352,23-Sep,2023,Sep,Siaya,KE_County_41,9918,41248,51166,22,237.08,9,41
1353,23-Oct,2023,Oct,Siaya,KE_County_41,9053,29227,38280,23,152,10,41
1354,23-Nov,2023,Nov,Siaya,KE_County_41,9316,27476,36792,22,422.3,11,41
1355,23-Dec,2023,Dec,Siaya,KE_County_41,8541,26714,35255,22,225.31,12,41
1356,24-Jan,2024,Jan,Siaya,KE_County_41,8974,31398,40372,22,35.74,1,41
1357,24-Feb,2024,Feb,Siaya,KE_County_41,9044,30147,39191,24,7.67,2,41
1358,24-Mar,2024,Mar,Siaya,KE_County_41,10863,40254,51117,24,93.83,3,41
1359,24-Apr,2024,Apr,Siaya,KE_County_41,7311,24664,31975,22,355.92,4,41
1360,24-May,2024,May,Siaya,KE_County_41,10443,42335,52778,21,336.58,5,41
1361,24-Jun,2024,Jun,Siaya,KE_County_41,12123,50217,62340,21,93.96,6,41
1362,24-Jul,2024,Jul,Siaya,KE_County_41,11586,43033,54619,22,74.08,7,41
1363,24-Aug,2024,Aug,Siaya,KE_County_41,10255,36878,47133,22,50.12,8,41
1364,24-Sep,2024,Sep,Siaya,KE_County_41,8892,38379,47271,23,85.06,9,41
1365,24-Oct,2024,Oct,Siaya,KE_County_41,7634,26600,34234,23,78.08,10,41
1366,24-Nov,2024,Nov,Siaya,KE_County_41,7525,25469,32994,22,301.97,11,41
1367,24-Dec,2024,Dec,Siaya,KE_County_41,8468,30353,38821,22,93.09,12,41
1368,22-Jan,2022,Jan,Taita Taveta,KE_County_6,21,146,167,23,30.21,1,6
1369,22-Feb,2022,Feb,Taita Taveta,KE_County_6,8,45,53,22,99.46,2,6
1370,22-Mar,2022,Mar,Taita Taveta,KE_County_6,13,39,52,23,23.93,3,6
1371,22-Apr,2022,Apr,Taita Taveta,KE_County_6,10,58,68,22,64.27,4,6
1372,22-May,2022,May,Taita Taveta,KE_County_6,21,65,86,20,26.3,5,6
1373,22-Jun,2022,Jun,Taita Taveta,KE_County_6,10,105,115,18,28,6,6
1374,22-Jul,2022,Jul,Taita Taveta,KE_County_6,16,82,98,18,44.4,7,6
1375,22-Aug,2022,Aug,Taita Taveta,KE_County_6,7,28,35,19,27.5,8,6
1376,22-Sep,2022,Sep,Taita Taveta,KE_County_6,14,27,41,21,11.8,9,6
1377,22-Oct,2022,Oct,Taita Taveta,KE_County_6,6,79,85,22,8.5,10,6
1378,22-Nov,2022,Nov,Taita Taveta,KE_County_6,14,74,88,22,36.17,11,6
1379,22-Dec,2022,Dec,Taita Taveta,KE_County_6,10,59,69,22,25.33,12,6
1380,23-Jan,2023,Jan,Taita Taveta,KE_County_6,6,112,118,23,5.2,1,6
1381,23-Feb,2023,Feb,Taita Taveta,KE_County_6,8,59,67,24,2.19,2,6
1382,23-Mar,2023,Mar,Taita Taveta,KE_County_6,16,42,58,22,207.66,3,6
1383,23-Apr,2023,Apr,Taita Taveta,KE_County_6,10,38,48,21,221.45,4,6
1384,23-May,2023,May,Taita Taveta,KE_County_6,20,87,107,20,64.05,5,6
1385,23-Jun,2023,Jun,Taita Taveta,KE_County_6,15,71,86,19,28.3,6,6
1386,23-Jul,2023,Jul,Taita Taveta,KE_County_6,8,85,93,18,29.1,7,6
1387,23-Aug,2023,Aug,Taita Taveta,KE_County_6,17,44,61,19,19.8,8,6
1388,23-Sep,2023,Sep,Taita Taveta,KE_County_6,16,51,67,21,27.35,9,6
1389,23-Oct,2023,Oct,Taita Taveta,KE_County_6,44,42,86,22,45.61,10,6
1390,23-Nov,2023,Nov,Taita Taveta,KE_County_6,5,60,65,21,246.94,11,6
1391,23-Dec,2023,Dec,Taita Taveta,KE_County_6,9,57,66,21,140.51,12,6
1392,24-Jan,2024,Jan,Taita Taveta,KE_County_6,19,125,144,20,207.01,1,6
1393,24-Feb,2024,Feb,Taita Taveta,KE_County_6,26,108,134,22,90.99,2,6
1394,24-Mar,2024,Mar,Taita Taveta,KE_County_6,11,69,80,21,204.8,3,6
1395,24-Apr,2024,Apr,Taita Taveta,KE_County_6,13,77,90,19,245.52,4,6
1396,24-May,2024,May,Taita Taveta,KE_County_6,18,99,117,18,42.84,5,6
1397,24-Jun,2024,Jun,Taita Taveta,KE_County_6,16,155,171,17,20.6,6,6
1398,24-Jul,2024,Jul,Taita Taveta,KE_County_6,14,79,93,18,8.31,7,6
1399,24-Aug,2024,Aug,Taita Taveta,KE_County_6,4,54,58,19,7.18,8,6
1400,24-Sep,2024,Sep,Taita Taveta,KE_County_6,12,37,49,22,10.84,9,6
1401,24-Oct,2024,Oct,Taita Taveta,KE_County_6,7,45,52,23,14.1,10,6
1402,24-Nov,2024,Nov,Taita Taveta,KE_County_6,7,72,79,22,105.47,11,6
1403,24-Dec,2024,Dec,Taita Taveta,KE_County_6,13,81,94,21,114.64,12,6
1404,22-Jan,2022,Jan,Tana River,KE_County_4,141,311,452,20,77.89,1,4
1405,22-Feb,2022,Feb,Tana River,KE_County_4,147,482,629,22,18.6,2,4
1406,22-Mar,2022,Mar,Tana River,KE_County_4,100,270,370,22,17.94,3,4
1407,22-Apr,2022,Apr,Tana River,KE_County_4,51,142,193,20,78.37,4,4
1408,22-May,2022,May,Tana River,KE_County_4,62,269,331,19,15.84,5,4
1409,22-Jun,2022,Jun,Tana River,KE_County_4,65,158,223,18,7,6,4
1410,22-Jul,2022,Jul,Tana River,KE_County_4,71,170,241,17,10.1,7,4
1411,22-Aug,2022,Aug,Tana River,KE_County_4,107,193,300,18,15.9,8,4
1412,22-Sep,2022,Sep,Tana River,KE_County_4,71,159,230,19,16.3,9,4
1413,22-Oct,2022,Oct,Tana River,KE_County_4,83,344,427,20,7.2,10,4
1414,22-Nov,2022,Nov,Tana River,KE_County_4,150,268,418,19,88.24,11,4
1415,22-Dec,2022,Dec,Tana River,KE_County_4,138,265,403,19,32.4,12,4
1416,23-Jan,2023,Jan,Tana River,KE_County_4,129,538,667,20,5.3,1,4
1417,23-Feb,2023,Feb,Tana River,KE_County_4,85,293,378,22,0.89,2,4
1418,23-Mar,2023,Mar,Tana River,KE_County_4,167,258,425,21,146.53,3,4
1419,23-Apr,2023,Apr,Tana River,KE_County_4,62,238,300,19,162.45,4,4
1420,23-May,2023,May,Tana River,KE_County_4,118,648,766,19,56.05,5,4
1421,23-Jun,2023,Jun,Tana River,KE_County_4,186,1066,1252,18,32.15,6,4
1422,23-Jul,2023,Jul,Tana River,KE_County_4,125,643,768,18,8,7,4
1423,23-Aug,2023,Aug,Tana River,KE_County_4,71,360,431,19,8.4,8,4
1424,23-Sep,2023,Sep,Tana River,KE_County_4,84,275,359,20,50,9,4
1425,23-Oct,2023,Oct,Tana River,KE_County_4,51,172,223,21,18.2,10,4
1426,23-Nov,2023,Nov,Tana River,KE_County_4,147,210,357,18,191.89,11,4
1427,23-Dec,2023,Dec,Tana River,KE_County_4,80,315,395,19,58.12,12,4
1428,24-Jan,2024,Jan,Tana River,KE_County_4,251,1866,2117,19,148.06,1,4
1429,24-Feb,2024,Feb,Tana River,KE_County_4,179,1656,1835,21,55.26,2,4
1430,24-Mar,2024,Mar,Tana River,KE_County_4,94,479,573,22,75.86,3,4
1431,24-Apr,2024,Apr,Tana River,KE_County_4,41,222,263,19,378.88,4,4
1432,24-May,2024,May,Tana River,KE_County_4,41,279,320,19,167.45,5,4
1433,24-Jun,2024,Jun,Tana River,KE_County_4,81,456,537,18,48.75,6,4
1434,24-Jul,2024,Jul,Tana River,KE_County_4,140,765,905,18,43.89,7,4
1435,24-Aug,2024,Aug,Tana River,KE_County_4,100,486,586,19,3.48,8,4
1436,24-Sep,2024,Sep,Tana River,KE_County_4,143,405,548,20,12.85,9,4
1437,24-Oct,2024,Oct,Tana River,KE_County_4,56,313,369,21,11.52,10,4
1438,24-Nov,2024,Nov,Tana River,KE_County_4,76,173,249,20,142.76,11,4
1439,24-Dec,2024,Dec,Tana River,KE_County_4,94,285,379,19,37.48,12,4
1440,22-Jan,2022,Jan,Tharaka Nithi,KE_County_13,49,119,168,19,45.95,1,13
1441,22-Feb,2022,Feb,Tharaka Nithi,KE_County_13,40,153,193,21,12.5,2,13
1442,22-Mar,2022,Mar,Tharaka Nithi,KE_County_13,28,146,174,21,36.49,3,13
1443,22-Apr,2022,Apr,Tharaka Nithi,KE_County_13,25,63,88,20,56.85,4,13
1444,22-May,2022,May,Tharaka Nithi,KE_County_13,56,99,155,20,6.5,5,13
1445,22-Jun,2022,Jun,Tharaka Nithi,KE_County_13,28,151,179,19,3.9,6,13
1446,22-Jul,2022,Jul,Tharaka Nithi,KE_County_13,29,155,184,18,1.9,7,13
1447,22-Aug,2022,Aug,Tharaka Nithi,KE_County_13,30,181,211,18,28.8,8,13
1448,22-Sep,2022,Sep,Tharaka Nithi,KE_County_13,20,69,89,19,33.3,9,13
1449,22-Oct,2022,Oct,Tharaka Nithi,KE_County_13,8,44,52,20,14.1,10,13
1450,22-Nov,2022,Nov,Tharaka Nithi,KE_County_13,12,42,54,18,50.37,11,13
1451,22-Dec,2022,Dec,Tharaka Nithi,KE_County_13,24,55,79,18,36.88,12,13
1452,23-Jan,2023,Jan,Tharaka Nithi,KE_County_13,13,66,79,18,6.47,1,13
1453,23-Feb,2023,Feb,Tharaka Nithi,KE_County_13,30,103,133,20,5,2,13
1454,23-Mar,2023,Mar,Tharaka Nithi,KE_County_13,21,78,99,19,240.67,3,13
1455,23-Apr,2023,Apr,Tharaka Nithi,KE_County_13,9,52,61,19,135.75,4,13
1456,23-May,2023,May,Tharaka Nithi,KE_County_13,16,79,95,19,41.45,5,13
1457,23-Jun,2023,Jun,Tharaka Nithi,KE_County_13,14,42,56,19,8.2,6,13
1458,23-Jul,2023,Jul,Tharaka Nithi,KE_County_13,34,102,136,19,8,7,13
1459,23-Aug,2023,Aug,Tharaka Nithi,KE_County_13,21,46,67,19,7.1,8,13
1460,23-Sep,2023,Sep,Tharaka Nithi,KE_County_13,6,56,62,20,31.03,9,13
1461,23-Oct,2023,Oct,Tharaka Nithi,KE_County_13,8,53,61,20,39.81,10,13
1462,23-Nov,2023,Nov,Tharaka Nithi,KE_County_13,7,43,50,17,299.05,11,13
1463,23-Dec,2023,Dec,Tharaka Nithi,KE_County_13,8,75,83,18,138.64,12,13
1464,24-Jan,2024,Jan,Tharaka Nithi,KE_County_13,30,200,230,19,113.32,1,13
1465,24-Feb,2024,Feb,Tharaka Nithi,KE_County_13,49,391,440,20,76.53,2,13
1466,24-Mar,2024,Mar,Tharaka Nithi,KE_County_13,36,157,193,20,104.42,3,13
1467,24-Apr,2024,Apr,Tharaka Nithi,KE_County_13,16,111,127,19,295.42,4,13
1468,24-May,2024,May,Tharaka Nithi,KE_County_13,30,228,258,18,137.62,5,13
1469,24-Jun,2024,Jun,Tharaka Nithi,KE_County_13,60,326,386,18,17.06,6,13
1470,24-Jul,2024,Jul,Tharaka Nithi,KE_County_13,32,265,297,18,55.59,7,13
1471,24-Aug,2024,Aug,Tharaka Nithi,KE_County_13,15,107,122,18,27.9,8,13
1472,24-Sep,2024,Sep,Tharaka Nithi,KE_County_13,9,140,149,20,51.78,9,13
1473,24-Oct,2024,Oct,Tharaka Nithi,KE_County_13,15,93,108,21,2.82,10,13
1474,24-Nov,2024,Nov,Tharaka Nithi,KE_County_13,3,43,46,18,236.77,11,13
1475,24-Dec,2024,Dec,Tharaka Nithi,KE_County_13,7,125,132,18,59.97,12,13
1476,22-Jan,2022,Jan,Trans Nzoia,KE_County_26,1222,4114,5336,20,93.98,1,26
1477,22-Feb,2022,Feb,Trans Nzoia,KE_County_26,1171,3065,4236,21,6,2,26
1478,22-Mar,2022,Mar,Trans Nzoia,KE_County_26,1328,3054,4382,21,52.64,3,26
1479,22-Apr,2022,Apr,Trans Nzoia,KE_County_26,993,2612,3605,19,272.26,4,26
1480,22-May,2022,May,Trans Nzoia,KE_County_26,1403,4705,6108,18,228.43,5,26
1481,22-Jun,2022,Jun,Trans Nzoia,KE_County_26,1785,6126,7911,17,130.21,6,26
1482,22-Jul,2022,Jul,Trans Nzoia,KE_County_26,1112,3903,5015,16,173.52,7,26
1483,22-Aug,2022,Aug,Trans Nzoia,KE_County_26,723,2671,3394,16,324.33,8,26
1484,22-Sep,2022,Sep,Trans Nzoia,KE_County_26,759,2414,3173,17,178.96,9,26
1485,22-Oct,2022,Oct,Trans Nzoia,KE_County_26,754,2754,3508,18,114.06,10,26
1486,22-Nov,2022,Nov,Trans Nzoia,KE_County_26,776,3430,4206,18,77.2,11,26
1487,22-Dec,2022,Dec,Trans Nzoia,KE_County_26,878,3007,3885,19,60.5,12,26
1488,23-Jan,2023,Jan,Trans Nzoia,KE_County_26,946,2799,3745,20,1.7,1,26
1489,23-Feb,2023,Feb,Trans Nzoia,KE_County_26,981,2983,3964,21,0.19,2,26
1490,23-Mar,2023,Mar,Trans Nzoia,KE_County_26,870,3040,3910,19,232.78,3,26
1491,23-Apr,2023,Apr,Trans Nzoia,KE_County_26,816,3170,3986,19,373.7,4,26
1492,23-May,2023,May,Trans Nzoia,KE_County_26,1034,4718,5752,18,202.3,5,26
1493,23-Jun,2023,Jun,Trans Nzoia,KE_County_26,1337,5567,6904,17,136.55,6,26
1494,23-Jul,2023,Jul,Trans Nzoia,KE_County_26,1058,4525,5583,17,135.45,7,26
1495,23-Aug,2023,Aug,Trans Nzoia,KE_County_26,1128,4134,5262,18,154.8,8,26
1496,23-Sep,2023,Sep,Trans Nzoia,KE_County_26,925,4744,5669,17,189.44,9,26
1497,23-Oct,2023,Oct,Trans Nzoia,KE_County_26,952,3800,4752,18,134.96,10,26
1498,23-Nov,2023,Nov,Trans Nzoia,KE_County_26,819,6697,7516,18,217.16,11,26
1499,23-Dec,2023,Dec,Trans Nzoia,KE_County_26,835,3093,3928,19,37.63,12,26
1500,24-Jan,2024,Jan,Trans Nzoia,KE_County_26,1102,5446,6548,19,58.81,1,26
1501,24-Feb,2024,Feb,Trans Nzoia,KE_County_26,1040,4274,5314,21,42.7,2,26
1502,24-Mar,2024,Mar,Trans Nzoia,KE_County_26,1203,3757,4960,21,27.87,3,26
1503,24-Apr,2024,Apr,Trans Nzoia,KE_County_26,899,3140,4039,18,293.01,4,26
1504,24-May,2024,May,Trans Nzoia,KE_County_26,1073,6594,7667,18,301.51,5,26
1505,24-Jun,2024,Jun,Trans Nzoia,KE_County_26,1115,6464,7579,17,184.29,6,26
1506,24-Jul,2024,Jul,Trans Nzoia,KE_County_26,1487,6357,7844,16,191.03,7,26
1507,24-Aug,2024,Aug,Trans Nzoia,KE_County_26,1323,5469,6792,16,221.69,8,26
1508,24-Sep,2024,Sep,Trans Nzoia,KE_County_26,1041,4390,5431,17,172.77,9,26
1509,24-Oct,2024,Oct,Trans Nzoia,KE_County_26,775,4307,5082,19,14.81,10,26
1510,24-Nov,2024,Nov,Trans Nzoia,KE_County_26,648,2356,3004,18,154.62,11,26
1511,24-Dec,2024,Dec,Trans Nzoia,KE_County_26,825,3005,3830,18,8.58,12,26
1512,22-Jan,2022,Jan,Turkana,KE_County_23,2936,8841,11777,19,45.95,1,23
1513,22-Feb,2022,Feb,Turkana,KE_County_23,3792,7070,10862,21,12.5,2,23
1514,22-Mar,2022,Mar,Turkana,KE_County_23,3538,5530,9068,21,36.49,3,23
1515,22-Apr,2022,Apr,Turkana,KE_County_23,2764,4195,6959,20,56.85,4,23
1516,22-May,2022,May,Turkana,KE_County_23,4721,11700,16421,20,6.5,5,23
1517,22-Jun,2022,Jun,Turkana,KE_County_23,6251,13735,19986,19,3.9,6,23
1518,22-Jul,2022,Jul,Turkana,KE_County_23,7510,23090,30600,18,1.9,7,23
1519,22-Aug,2022,Aug,Turkana,KE_County_23,10293,33704,43997,18,28.8,8,23
1520,22-Sep,2022,Sep,Turkana,KE_County_23,13974,44204,58178,19,33.3,9,23
1521,22-Oct,2022,Oct,Turkana,KE_County_23,9489,26020,35509,20,14.1,10,23
1522,22-Nov,2022,Nov,Turkana,KE_County_23,5229,10849,16078,18,50.37,11,23
1523,22-Dec,2022,Dec,Turkana,KE_County_23,5005,10938,15943,18,36.88,12,23
1524,23-Jan,2023,Jan,Turkana,KE_County_23,5685,13409,19094,18,6.47,1,23
1525,23-Feb,2023,Feb,Turkana,KE_County_23,4035,8774,12809,20,5,2,23
1526,23-Mar,2023,Mar,Turkana,KE_County_23,4237,8258,12495,19,240.67,3,23
1527,23-Apr,2023,Apr,Turkana,KE_County_23,7374,22316,29690,19,135.75,4,23
1528,23-May,2023,May,Turkana,KE_County_23,15570,49406,64976,19,41.45,5,23
1529,23-Jun,2023,Jun,Turkana,KE_County_23,10749,31336,42085,19,8.2,6,23
1530,23-Jul,2023,Jul,Turkana,KE_County_23,8621,26689,35310,19,8,7,23
1531,23-Aug,2023,Aug,Turkana,KE_County_23,7827,19594,27421,19,7.1,8,23
1532,23-Sep,2023,Sep,Turkana,KE_County_23,5427,12832,18259,20,31.03,9,23
1533,23-Oct,2023,Oct,Turkana,KE_County_23,4169,8376,12545,20,39.81,10,23
1534,23-Nov,2023,Nov,Turkana,KE_County_23,8660,24490,33150,17,299.05,11,23
1535,23-Dec,2023,Dec,Turkana,KE_County_23,10349,32341,42690,18,138.64,12,23
1536,24-Jan,2024,Jan,Turkana,KE_County_23,8349,23671,32020,19,113.32,1,23
1537,24-Feb,2024,Feb,Turkana,KE_County_23,7083,19459,26542,20,76.53,2,23
1538,24-Mar,2024,Mar,Turkana,KE_County_23,4854,10160,15014,20,104.42,3,23
1539,24-Apr,2024,Apr,Turkana,KE_County_23,3517,8898,12415,19,295.42,4,23
1540,24-May,2024,May,Turkana,KE_County_23,11186,38910,50096,18,137.62,5,23
1541,24-Jun,2024,Jun,Turkana,KE_County_23,8956,34215,43171,18,17.06,6,23
1542,24-Jul,2024,Jul,Turkana,KE_County_23,7540,26532,34072,18,55.59,7,23
1543,24-Aug,2024,Aug,Turkana,KE_County_23,18111,68349,86460,18,27.9,8,23
1544,24-Sep,2024,Sep,Turkana,KE_County_23,22961,81891,104852,20,51.78,9,23
1545,24-Oct,2024,Oct,Turkana,KE_County_23,8935,26425,35360,21,2.82,10,23
1546,24-Nov,2024,Nov,Turkana,KE_County_23,8531,24988,33519,18,236.77,11,23
1547,24-Dec,2024,Dec,Turkana,KE_County_23,14799,49851,64650,18,59.97,12,23
1548,22-Jan,2022,Jan,Uasin Gishu,KE_County_27,426,1470,1896,18,96.54,1,27
1549,22-Feb,2022,Feb,Uasin Gishu,KE_County_27,422,1015,1437,19,45.28,2,27
1550,22-Mar,2022,Mar,Uasin Gishu,KE_County_27,396,1061,1457,20,77.64,3,27
1551,22-Apr,2022,Apr,Uasin Gishu,KE_County_27,421,919,1340,19,261.67,4,27
1552,22-May,2022,May,Uasin Gishu,KE_County_27,512,1390,1902,17,169.35,5,27
